CONTROL,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'189374550143',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'189375760144',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189376340148',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'189380350146',1,'3','-6','2','2','-9',8,'1','2','1','1','-9','-9','-9','-9','-9'
'189380500146',1,'3','-6','3','2','-9',3,'1','3','1','1','-9','-9','-9','-9','-9'
'189381970147',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189388940145',1,'3','-6','2','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'189389760146',1,'3','-6','1','1','-9',5,'-6','1','3','1','-9','-9','-9','-9','-9'
'189417310147',1,'2','-6','1','2','-9',2,'1','2','1','1','-9','-9','-9','-9','-9'
'189417310147',2,'3','-6','1','1','-9',3,'-6','3','1','2','-9','-9','-9','-9','-9'
'189423560142',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189425300141',1,'2','-6','1','2','-9',5,'1','2','1','1','-9','-9','-9','-9','-9'
'189433050140',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'189434500145',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'189440150146',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'189440510148',1,'2','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'189442300148',1,'2','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'189451590146',1,'3','-6','1','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'189451590146',2,'4','-6','-7','2','-9',-7,'1','1','1','2','-9','-9','-9','-9','-9'
'189451590146',3,'4','-6','1','-7','-9',-7,'-6','1','1','3','-9','1','1','-9','-9'
'189453540243',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'189460910146',1,'2','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'189460910146',2,'2','-6','3','2','-9',3,'1','2','1','2','-9','-9','-9','-9','-9'
'189465580144',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189467730141',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189468170140',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189472150148',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189472390141',1,'3','-6','2','1','-9',1,'-6','2','3','1','-9','-9','-9','-9','1'
'189472390141',2,'3','-6','2','2','-9',3,'1','2','3','2','-9','-9','-9','-9','-9'
'189472390141',3,'3','-6','1','1','-9',1,'-6','1','1','3','-9','-9','-9','-9','1'
'189482990144',1,'3','-6','1','2','-9',2,'2','2','1','1','-9','-9','-9','-9','-9'
'189485370144',1,'4','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189485970342',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'189489170143',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'189489730147',1,'4','-6','-7','-7','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'189493280147',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189494073054',1,'3','-6','3','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'189494780146',1,'3','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'189497750141',1,'2','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189499900148',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'189503790143',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'189503950143',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189506930140',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189515140145',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189521590140',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189524140147',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'189524300147',1,'3','-6','3','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'189525810146',1,'3','-6','-7','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189528170147',1,'4','-6','1','-7','-9',-7,'-6','2','1','1','-9','-9','-9','-9','-9'
'189528170147',2,'4','-6','1','-7','-9',-7,'-6','2','1','2','-9','-9','-9','-9','-9'
'189528330147',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'189528330147',2,'3','-6','1','1','-9',1,'-6','2','1','2','-9','-9','-9','-9','1'
'189545700148',1,'3','-6','3','1','-9',1,'-6','3','3','1','-9','-9','-9','-9','1'
'189546570146',1,'3','-6','2','1','-9',1,'-6','1','2','1','-9','-9','-9','-9','1'
'189550530145',1,'3','-6','3','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'189550990141',1,'3','-6','1','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'189553360146',1,'-8','-6','3','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'189555540149',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'189558510145',1,'4','-6','-7','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'189559750148',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'189565710143',1,'3','-6','3','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'189575180142',1,'3','-6','1','1','-9',2,'-6','3','1','1','-9','-9','-9','-9','-9'
'189575300246',1,'4','-6','-7','-7','-9',-7,'-6','2','-7','1','-9','1','-9','-9','-9'
'189575340142',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189577570140',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'189577720147',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189579253052',1,'3','-6','3','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'189581770148',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'189583780146',1,'2','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'189583780146',2,'2','-6','1','1','-9',3,'-6','1','1','2','-9','-9','-9','-9','-9'
'189583940146',1,'2','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'189584770143',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189602160141',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189607760143',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'189607920143',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'189613870147',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'189615370144',1,'3','-6','-7','2','-9',5,'2','2','2','1','-9','-9','-9','-9','-9'
'189618370142',1,'2','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189619590149',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'189619740140',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'189619740141',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'189619900140',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189622930143',1,'3','-6','1','2','-9',5,'1','3','1','1','-9','-9','-9','-9','-9'
'189627360148',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189631180142',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189636940147',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189638030144',1,'3','-6','1','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'189638540142',1,'3','-6','1','1','-9',3,'-6','2','3','1','-9','-9','-9','-9','-9'
'189638540142',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'189649150146',1,'3','-6','3','2','-9',7,'1','1','1','1','-9','-9','-9','-9','-9'
'189651510142',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189653180143',1,'3','-6','-7','-8','-9',-8,'-6','1','1','1','-9','1','1','-9','-9'
'189653540141',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189653700142',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189655710146',1,'3','-6','3','2','-9',5,'1','3','1','1','-9','-9','-9','-9','-9'
'189656900144',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189656900144',2,'3','-6','1','2','-9',4,'1','1','3','2','-9','-9','-9','-9','-9'
'189657990149',1,'3','-6','1','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'189661540147',1,'2','-6','3','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'189661540147',2,'2','-6','3','2','-9',3,'2','2','2','2','-9','-9','-9','-9','-9'
'189661700149',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'189664960143',1,'3','-6','3','1','-9',-7,'-6','2','2','1','-9','-9','-9','-9','-9'
'189669790146',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189673830148',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'189679520142',1,'2','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189683370144',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189686130144',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'189686160149',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'189686720249',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189686980140',1,'2','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189693170145',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'189693400245',1,'3','-6','-7','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'189693720149',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'189694663055',1,'3','-6','1','2','-9',3,'2','3','1','1','-9','-9','-9','-9','-9'
'189712320148',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189712320148',2,'3','-6','2','1','-9',1,'-6','1','1','2','-9','-9','-9','-9','1'
'189713930143',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189718980145',1,'3','-6','1','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'189719580147',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189724330140',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'189741990141',1,'2','-6','-7','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'189752550149',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189755570149',1,'3','-6','1','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'189759700149',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189765990144',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189767910147',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189773130148',1,'2','-6','1','2','-9',3,'1','3','2','1','-9','-9','-9','-9','-9'
'189777940142',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189778720144',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189783170143',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'189788180143',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189788590143',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189789920145',1,'3','-6','1','1','-9',3,'-6','2','3','1','-9','-9','-9','-9','-9'
'189790760144',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189790920144',1,'3','-6','2','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'189795140141',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189800140146',1,'3','-6','2','-9','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'189800550146',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189800550146',2,'3','-6','1','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'189800550146',3,'3','-6','3','1','-9',6,'-6','2','2','3','-9','-9','-9','-9','-9'
'189805190143',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189813140149',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189814370140',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189816000147',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'189821870142',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'189822350148',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189823990147',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189826790145',1,'3','-6','2','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'189827940143',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189828720147',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189828980147',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189831930141',1,'2','-6','-7','2','-9',7,'1','2','1','1','-9','-9','-9','-9','-9'
'189836470145',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189841790146',1,'3','-6','2','-9','-9',-7,'-6','2','3','1','-9','-9','-9','1','-9'
'189842960147',1,'4','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189847720141',1,'3','-6','2','1','-9',3,'-6','2','3','1','-9','-9','-9','-9','-9'
'189848330146',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189848650245',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'189850120140',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189850120140',2,'3','-6','1','2','-9',2,'2','2','2','2','-9','-9','-9','-9','-9'
'189853590146',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189855750140',1,'3','-6','2','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'189860710147',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189863730148',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'189863990148',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189880500245',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189880920141',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189881110147',1,'3','-6','-7','1','-9',1,'-6','3','1','1','-9','-9','-9','-9','1'
'189881110147',2,'3','-6','2','1','-9',1,'-6','1','2','2','-9','-9','-9','-9','1'
'189882190140',1,'3','-6','-7','2','-9',4,'1','2','1','1','-9','-9','-9','-9','-9'
'189883520247',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189887730145',1,'2','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'189898270147',1,'3','-6','1','1','-9',3,'-6','3','1','1','-9','-9','-9','-9','-9'
'189898970145',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189906160142',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'189906160142',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'189906160142',3,'3','-6','2','1','-9',4,'-6','2','2','3','-9','-9','-9','-9','-9'
'189907960141',1,'1','1','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189909580143',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'189910980140',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'189912730141',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189916820148',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189921010149',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'189926223055',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'189928940145',1,'3','-6','1','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'189933140140',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'189933550140',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189933980148',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189938160149',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'189944530143',1,'3','-6','3','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'189947790148',1,'3','-6','1','2','-9',8,'1','1','1','1','-9','-9','-9','-9','-9'
'189947950148',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'189949970147',1,'3','-6','-7','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'189951730244',1,'3','-6','1','1','-9',5,'-6','3','1','1','-9','-9','-9','-9','-9'
'189954610149',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'189954760148',1,'3','-6','1','2','-9',5,'1','2','1','1','-9','-9','-9','-9','-9'
'189954760148',2,'3','-6','3','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'189956790147',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'189958500147',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'189965300249',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'189976180240',1,'2','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'189976900147',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189977820148',1,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','-9','1','-9','1','-9'
'189977900148',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'189979140145',1,'3','-6','1','2','-9',4,'2','3','1','1','-9','-9','-9','-9','-9'
'189979140145',2,'3','-6','1','2','-9',-7,'2','3','1','2','-9','-9','-9','-9','-9'
'189979300145',1,'3','-6','2','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'189989570144',1,'3','-6','1','2','-9',2,'1','1','1','1','-9','-9','-9','-9','-9'
'189989570144',2,'3','-6','2','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'189990940148',1,'3','-6','2','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'189994780145',1,'3','-6','1','1','-9',8,'-6','2','2','1','-9','-9','-9','-9','-9'
'189994780145',2,'3','-6','1','1','-9',6,'-6','2','2','2','-9','-9','-9','-9','-9'
'189994780145',3,'3','-6','2','1','-9',6,'-6','2','2','3','-9','-9','-9','-9','-9'
'189994940145',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'189995760145',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'189996900147',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'194711960341',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'195194060445',1,'3','-6','1','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'195219010342',1,'3','-6','2','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'195219010342',2,'3','-6','2','1','-9',2,'-6','2','1','2','-9','-9','-9','-9','-9'
'195219010342',3,'3','-6','2','1','-9',2,'-6','2','2','3','-9','-9','-9','-9','-9'
'195267060247',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'195269060346',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'195440010243',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'195440010243',2,'3','-6','-7','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'195793010144',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'199007858088',1,'3','-6','2','2','-9',2,'2','2','3','1','-9','-9','-9','-9','-9'
'199007858088',2,'3','-6','2','2','-9',5,'1','3','1','2','-9','-9','-9','-9','-9'
'199010660440',1,'2','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199013810343',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199014918080',1,'3','-6','3','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'199017930349',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199017930349',2,'3','-6','1','1','-9',2,'-6','2','3','2','-9','-9','-9','-9','-9'
'199031978087',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'199040990348',1,'4','-6','3','2','-9',2,'2','2','3','1','-9','-9','-9','-9','-9'
'199042950246',1,'3','-6','3','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'199042950246',2,'3','-6','2','1','-9',2,'-6','2','1','2','-9','-9','-9','-9','-9'
'199044740342',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199044748188',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199046960543',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199047860149',1,'3','-6','3','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199048738081',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'199048750543',1,'4','-6','2','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'199048750543',2,'3','-6','2','2','-9',4,'1','3','1','2','-9','-9','-9','-9','-9'
'199048810344',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199048990344',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199049989186',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199052820342',1,'2','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'199052829988',1,'3','-6','2','2','-9',5,'2','1','3','1','-9','-9','-9','-9','-9'
'199055958184',1,'3','-6','3','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'199059980248',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199067900247',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'199067928288',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199069740343',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'199081770342',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199083750440',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199083830143',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'199086920347',1,'4','-6','3','2','-9',-7,'1','2','-7','1','-9','-9','-9','-9','-9'
'199092870248',1,'3','-6','1','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'199092950248',1,'3','-6','2','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199093778080',1,'2','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199096880446',1,'3','-6','1','2','-9',5,'2','3','1','1','-9','-9','-9','-9','-9'
'199107950349',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199113950149',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'199113950446',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199114828287',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199116860247',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'199117960147',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'199125900148',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'199127990342',-9,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','1','1','-9','1','-9'
'199130950343',1,'3','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'199130950343',2,'2','-6','3','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'199136910344',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'199137440145',1,'3','-6','3','2','-9',5,'2','2','1','1','-9','-9','-9','-9','-9'
'199140960147',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'199142880440',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'199142960143',1,'4','-6','-7','-7','-9',-7,'-6','2','-7','1','-9','1','-9','-9','-9'
'199146990441',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'199149950442',1,'2','-6','1','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'199158788684',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'199158946084',1,'4','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'199170978187',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
